acquisition_cost_usd,order_value_usd,satisfaction_score,support_tickets,days_acq_to_order,days_order_to_payment,acquisition_date_year,acquisition_date_month,acquisition_date_dayofweek,order_date_year,order_date_month,order_date_dayofweek,payment_date_year,payment_date_month,payment_date_dayofweek,market_segment_Asia-Pacific,market_segment_Europe,market_segment_Middle East,market_segment_North America,supplier_id_SUP-B,supplier_id_SUP-C,supplier_id_SUP-D,supplier_id_SUP-E,supplier_id_SUP-F,supplier_id_SUP-G,Delay_Probability,Risk_Level,Action,Priority,Owner,SLA_Hours
910,6500,4,1,746,40,2025,4,3,2027,5,0,2027,6,5,False,False,True,False,False,False,True,False,False,False,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,8500,4,1,56,41,2024,2,5,2024,3,5,2024,5,4,False,False,True,False,False,False,False,False,False,True,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,10500,4,1,33,43,2024,1,5,2024,2,3,2024,4,4,False,True,False,False,False,False,False,False,False,True,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,9000,4,1,44,41,2024,1,4,2024,3,6,2024,4,5,False,False,True,False,False,False,False,False,True,False,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,7000,4,0,845,40,2025,6,4,2027,10,2,2027,11,0,False,False,True,False,False,False,False,False,True,False,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,8000,4,0,1020,40,2025,10,4,2028,8,2,2028,9,0,False,False,True,False,False,False,False,False,True,False,0.04,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,14500,3,1,668,40,2025,3,2,2027,1,5,2027,2,3,False,True,False,False,True,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,6000,4,1,361,40,2024,8,0,2025,8,4,2025,9,2,False,False,True,False,False,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,8500,4,1,473,40,2024,10,2,2026,2,6,2026,3,4,False,False,True,False,True,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,7500,4,1,647,40,2025,2,2,2026,11,5,2027,1,3,False,False,True,False,True,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,13000,3,1,943,40,2025,8,3,2028,3,1,2028,5,6,False,True,False,False,False,False,True,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,7000,5,0,709,40,2025,3,0,2027,3,2,2027,4,0,False,False,True,False,False,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,17500,3,1,909,40,2025,8,3,2028,2,2,2028,3,0,False,False,False,True,False,False,True,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,8000,4,1,895,40,2025,7,1,2028,1,0,2028,2,5,False,False,True,False,False,False,False,True,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,8500,4,1,1057,40,2025,11,0,2028,10,0,2028,11,5,False,False,True,False,False,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,14500,3,1,780,40,2025,5,4,2027,7,0,2027,8,5,False,True,False,False,False,False,False,False,True,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,10000,4,0,82,40,2024,2,1,2024,5,6,2024,6,4,True,False,False,False,True,False,False,False,False,False,0.035,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,17000,3,1,283,40,2024,6,5,2025,4,1,2025,5,6,False,False,False,True,False,True,False,False,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,12500,3,1,867,40,2025,7,4,2027,11,3,2028,1,1,False,True,False,False,False,False,False,False,True,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,6000,4,1,411,40,2024,9,4,2025,11,2,2025,12,0,False,False,True,False,False,False,False,False,True,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,13000,3,2,178,40,2024,4,1,2024,10,4,2024,11,2,False,True,False,False,False,False,False,True,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,8000,4,1,783,40,2025,5,6,2027,7,5,2027,8,3,False,False,True,False,False,False,False,False,False,True,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,23000,5,0,222,41,2024,5,2,2024,12,0,2025,2,6,True,False,False,False,True,False,False,False,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,6500,4,1,448,40,2024,10,0,2026,1,0,2026,2,5,False,False,True,False,False,False,False,False,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,7000,4,0,1069,40,2025,11,1,2028,10,6,2028,12,4,False,False,True,False,False,False,False,True,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,6000,5,0,249,40,2024,6,5,2025,2,2,2025,3,0,False,False,True,False,False,True,False,False,False,False,0.03,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,10500,5,0,414,40,2024,9,6,2025,11,0,2025,12,5,False,True,False,False,False,False,False,False,False,True,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,8500,4,1,672,40,2025,3,4,2027,1,4,2027,2,2,False,False,True,False,False,False,False,False,True,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,17000,3,1,195,40,2024,5,5,2024,11,4,2024,12,2,False,False,False,True,False,True,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,20500,4,0,198,40,2024,5,0,2024,11,2,2024,12,0,True,False,False,False,False,False,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,13000,3,1,693,40,2025,3,4,2027,2,4,2027,3,2,False,True,False,False,False,False,False,False,True,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,6500,4,1,1032,40,2025,10,5,2028,8,1,2028,10,6,False,False,True,False,False,True,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,8000,4,1,523,40,2024,12,6,2026,5,4,2026,6,2,False,False,True,False,False,False,False,False,False,True,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,22000,4,0,1155,40,2026,1,0,2029,3,0,2029,4,5,True,False,False,False,False,False,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,8000,4,0,460,40,2024,10,1,2026,1,6,2026,3,4,False,False,True,False,False,False,False,True,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,11000,3,1,556,40,2024,12,0,2026,7,3,2026,8,1,False,True,False,False,False,False,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,22000,4,1,29,42,2024,1,2,2024,2,3,2024,3,3,True,False,False,False,False,False,False,True,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,24000,5,0,881,40,2025,7,6,2027,12,5,2028,1,3,True,False,False,False,False,False,False,False,False,True,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,7000,4,1,423,40,2024,9,5,2025,11,1,2026,1,6,False,False,True,False,False,True,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,6500,4,1,386,40,2024,9,2,2025,9,3,2025,11,1,False,False,True,False,True,False,False,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,8000,4,1,1094,40,2025,12,3,2028,12,5,2029,1,3,False,False,True,False,False,False,True,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,9000,4,1,920,40,2025,8,3,2028,2,6,2028,3,4,False,False,True,False,False,False,True,False,False,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,15000,4,2,1173,40,2026,1,4,2029,4,1,2029,5,6,False,True,False,False,False,False,False,False,True,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,19500,3,1,487,40,2024,11,4,2026,3,1,2026,4,6,False,False,False,True,False,False,False,False,True,False,0.025,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,18000,3,2,997,40,2025,10,3,2028,6,6,2028,8,4,False,False,False,True,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,22500,5,0,695,40,2025,3,5,2027,2,0,2027,3,5,True,False,False,False,False,True,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20500,3,1,1168,40,2026,1,1,2029,4,0,2029,5,5,True,False,False,False,False,False,False,True,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,23500,3,1,496,40,2024,11,3,2026,3,2,2026,5,0,True,False,False,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,13500,3,1,531,40,2024,12,5,2026,5,4,2026,7,2,False,True,False,False,False,True,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,22000,3,1,720,40,2025,4,0,2027,3,6,2027,5,4,True,False,False,False,False,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,13500,3,1,1117,40,2025,12,3,2029,1,0,2029,2,5,False,True,False,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,6000,4,1,858,40,2025,7,5,2027,11,2,2027,12,0,False,False,True,False,False,True,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,7000,4,1,870,40,2025,7,6,2027,11,1,2028,1,6,False,False,True,False,False,False,False,False,False,True,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,12500,4,2,191,40,2024,5,2,2024,11,4,2024,12,2,False,True,False,False,True,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,18000,5,0,189,40,2024,4,1,2024,11,1,2024,12,6,False,False,False,True,False,False,False,True,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,24000,3,3,43,41,2024,1,3,2024,3,4,2024,4,3,True,False,False,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,25000,3,2,229,40,2024,5,6,2025,1,4,2025,2,2,True,False,False,False,False,False,False,False,False,True,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,7000,4,1,758,40,2025,5,4,2027,5,6,2027,7,4,False,False,True,False,False,False,False,False,True,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,20000,5,0,49,41,2024,1,0,2024,3,0,2024,4,6,True,False,False,False,False,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20000,3,2,747,40,2025,4,4,2027,5,2,2027,6,0,False,False,False,True,False,False,False,False,True,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19500,4,0,1146,40,2026,1,1,2029,2,6,2029,4,4,False,False,False,True,False,False,False,True,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,19500,3,1,462,40,2024,10,2,2026,1,2,2026,3,0,False,False,False,True,True,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,7000,4,1,560,40,2024,12,2,2026,7,2,2026,8,0,False,False,True,False,True,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,9000,4,1,721,40,2025,4,1,2027,3,1,2027,5,6,False,False,True,False,False,False,False,True,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,19000,3,1,1108,41,2025,12,5,2028,12,0,2029,2,6,False,False,False,True,False,True,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,6000,4,1,808,40,2025,6,1,2027,8,4,2027,9,2,False,False,True,False,False,False,False,True,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,14000,3,1,1030,40,2025,10,3,2028,8,4,2028,9,2,False,True,False,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,14500,3,1,581,40,2025,1,2,2026,8,2,2026,9,0,False,True,False,False,True,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,6000,4,1,833,40,2025,6,3,2027,9,3,2027,11,1,False,False,True,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,14000,4,2,1073,40,2025,11,3,2028,10,5,2028,12,3,False,True,False,False,False,False,True,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,15000,5,0,562,40,2024,12,4,2026,7,6,2026,8,4,False,True,False,False,False,False,False,False,True,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,9500,4,0,795,41,2025,5,0,2027,7,4,2027,9,3,False,False,True,False,False,False,False,False,False,False,0.02,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,10000,5,0,476,40,2024,11,4,2026,2,4,2026,4,2,False,True,False,False,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,23500,5,0,433,40,2024,10,5,2025,12,4,2026,1,2,True,False,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,12500,4,1,10,34,2024,1,4,2024,1,0,2024,2,6,False,False,False,True,False,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,17000,3,1,617,40,2025,1,4,2026,10,5,2026,11,3,False,False,False,True,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,24000,5,0,620,40,2025,2,6,2026,10,3,2026,11,1,True,False,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,20000,5,0,1172,40,2026,1,3,2029,4,6,2029,5,4,False,False,False,True,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,14000,4,0,1166,40,2026,1,0,2029,3,4,2029,5,2,False,True,False,False,False,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,20000,4,2,1149,40,2026,1,3,2029,3,4,2029,4,2,True,False,False,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,12000,3,1,1142,40,2026,1,5,2029,2,6,2029,3,4,False,True,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,23000,5,0,1105,40,2025,12,3,2028,12,2,2029,1,0,True,False,False,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,17500,3,2,1084,40,2025,11,3,2028,11,2,2028,12,0,False,False,False,True,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,19000,4,0,1009,40,2025,10,4,2028,7,5,2028,8,3,False,False,False,True,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,7000,4,1,1007,40,2025,10,3,2028,7,2,2028,8,0,False,False,True,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,7500,4,1,946,40,2025,8,5,2028,4,6,2028,5,4,False,False,True,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,8500,4,0,933,40,2025,8,4,2028,3,6,2028,4,4,False,False,True,False,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,13000,5,0,923,40,2025,8,5,2028,2,4,2028,4,2,False,True,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,18500,3,1,822,40,2025,6,3,2027,9,6,2027,10,4,False,False,False,True,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,6000,4,0,771,40,2025,5,5,2027,6,6,2027,7,4,False,False,True,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,19500,3,1,710,40,2025,4,1,2027,3,4,2027,4,2,False,False,False,True,False,False,False,True,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,20000,4,0,698,40,2025,3,0,2027,2,5,2027,4,3,False,False,False,True,False,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,9500,4,0,684,40,2025,3,5,2027,1,3,2027,3,1,False,False,True,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,17500,3,1,660,40,2025,2,4,2026,12,6,2027,1,4,False,False,False,True,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,9500,4,0,659,40,2025,2,3,2026,12,4,2027,1,2,False,False,True,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,10000,4,0,631,40,2025,2,6,2026,11,0,2026,12,5,False,True,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,22000,5,0,826,40,2025,6,5,2027,9,5,2027,10,3,True,False,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,21000,4,0,1174,40,2026,1,5,2029,4,3,2029,5,1,True,False,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20500,4,2,137,40,2024,3,3,2024,8,0,2024,9,5,True,False,False,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,25000,4,1,291,40,2024,7,4,2025,4,1,2025,6,6,True,False,False,False,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,25000,5,0,118,40,2024,3,5,2024,7,4,2024,8,2,True,False,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,17500,5,0,122,40,2024,3,0,2024,7,3,2024,8,1,False,False,False,True,False,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,15500,4,0,104,40,2024,3,2,2024,6,1,2024,7,6,False,False,False,True,True,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,12000,3,1,333,40,2024,8,3,2025,6,0,2025,8,5,False,True,False,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,17000,5,0,141,40,2024,3,5,2024,8,6,2024,9,4,False,False,False,True,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,12000,3,1,142,40,2024,3,6,2024,8,1,2024,9,6,False,True,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,15500,5,0,81,40,2024,2,0,2024,5,4,2024,6,2,False,True,False,False,False,False,False,True,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,13000,3,2,80,40,2024,2,6,2024,5,2,2024,6,0,False,False,False,True,False,False,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,22000,3,3,112,40,2024,3,1,2024,7,1,2024,8,6,True,False,False,False,False,False,False,True,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,21500,4,1,303,40,2024,7,5,2025,5,0,2025,6,5,True,False,False,False,False,True,False,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,23000,3,1,185,40,2024,4,6,2024,10,2,2024,12,0,True,False,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,14000,5,0,197,40,2024,5,6,2024,11,0,2024,12,5,False,True,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,10000,4,1,203,40,2024,5,3,2024,11,3,2025,1,1,False,True,False,False,False,False,True,False,False,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,10000,5,0,174,40,2024,4,6,2024,10,5,2024,11,3,False,False,True,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,11000,4,0,21,42,2024,1,4,2024,2,4,2024,3,4,True,False,False,False,False,False,False,False,True,False,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,21000,3,1,272,40,2024,6,6,2025,3,5,2025,5,3,True,False,False,False,False,False,False,False,False,True,0.015,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,18500,4,0,648,40,2025,2,3,2026,11,0,2027,1,5,False,False,False,True,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,18000,5,0,567,40,2024,12,0,2026,7,0,2026,8,5,False,False,False,True,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,13500,5,0,898,40,2025,7,3,2028,1,5,2028,2,3,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
960,6500,4,0,907,40,2025,8,2,2028,1,6,2028,3,4,False,False,True,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,24000,4,2,913,40,2025,8,5,2028,2,1,2028,3,6,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,19500,5,0,915,40,2025,8,0,2028,2,5,2028,3,3,False,False,False,True,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,14500,3,1,917,40,2025,8,1,2028,2,1,2028,3,6,False,True,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,15000,5,0,154,40,2024,4,6,2024,9,6,2024,10,4,False,False,False,True,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,17000,5,0,929,40,2025,8,1,2028,3,6,2028,4,4,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,19500,3,1,935,40,2025,8,5,2028,3,2,2028,4,0,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,20000,4,2,938,40,2025,8,0,2028,3,0,2028,4,5,True,False,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20500,4,2,328,40,2024,7,0,2025,6,6,2025,8,4,True,False,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,11000,5,0,950,40,2025,9,0,2028,4,5,2028,5,3,False,True,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,15000,5,0,637,40,2025,2,3,2026,11,3,2026,12,1,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,24000,4,2,951,40,2025,9,1,2028,4,0,2028,5,5,True,False,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,13000,5,0,674,40,2025,3,6,2027,1,1,2027,2,6,False,True,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,10000,4,1,962,40,2025,9,1,2028,4,4,2028,6,2,False,True,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,18500,3,1,135,40,2024,3,1,2024,8,3,2024,9,1,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,23500,3,1,969,40,2025,9,6,2028,5,2,2028,6,0,True,False,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,6000,4,1,970,40,2025,9,0,2028,5,4,2028,6,2,False,False,True,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,18000,3,1,978,40,2025,9,5,2028,5,3,2028,7,1,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,18000,5,0,716,40,2025,4,5,2027,3,0,2027,5,5,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,11000,4,0,519,40,2024,11,4,2026,5,5,2026,6,3,False,True,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,19000,3,1,685,40,2025,3,6,2027,1,5,2027,3,3,False,False,False,True,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,9000,5,0,262,40,2024,6,6,2025,3,2,2025,4,0,False,False,True,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,14500,4,1,116,40,2024,3,3,2024,7,0,2024,8,5,False,False,False,True,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,21000,4,1,739,40,2025,4,5,2027,4,2,2027,6,0,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,23500,5,0,162,40,2024,4,5,2024,9,6,2024,11,4,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,11500,5,0,575,40,2025,1,5,2026,8,6,2026,9,4,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,12500,5,0,661,40,2025,3,5,2026,12,1,2027,1,6,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,6000,4,1,635,40,2025,2,1,2026,11,6,2026,12,4,False,False,True,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,13500,3,1,805,40,2025,6,6,2027,8,6,2027,9,4,False,True,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,19000,4,0,226,40,2024,5,4,2025,1,6,2025,2,4,False,False,False,True,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,23500,4,2,813,40,2025,6,4,2027,8,5,2027,10,3,True,False,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,22500,3,2,204,40,2024,5,4,2024,11,5,2025,1,3,True,False,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,12000,3,1,755,40,2025,4,2,2027,5,1,2027,7,6,False,True,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
